"Line","Hybrid_Name","Env","DTHD","DTMT","GY","Height"
"GID7046382","GID7046382","Bed2IR",76.6666667,111.333333,4.235380877,86
"GID7046390","GID7046390","Bed2IR",75.3333333,112,4.306065574,85
"GID7046418","GID7046418","Bed2IR",79.6666667,115,4.124089285,85
"GID7046482","GID7046482","Bed2IR",74.6666667,113.333333,3.192541375,80
"GID7046492","GID7046492","Bed2IR",79.3333333,113.333333,4.098047738,80
"GID7046514","GID7046514","Bed2IR",75,112,4.365160858,95
"GID7046542","GID7046542","Bed2IR",71,105,3.377809615,95
"GID7046637","GID7046637","Bed2IR",72,106.666667,4.301917005,95
"GID7046654","GID7046654","Bed2IR",81,115.666667,4.156231077,85
"GID7046658","GID7046658","Bed2IR",77.3333333,111.666667,4.560993137,80
"GID7046659","GID7046659","Bed2IR",73.6666667,110.666667,4.3623325,95
"GID7046661","GID7046661","Bed2IR",74.6666667,109,4.666648197,90
"GID7046663","GID7046663","Bed2IR",81.3333333,115.666667,4.432273227,80
"GID7046687","GID7046687","Bed2IR",79.6666667,113,4.26783883,95
"GID7046696","GID7046696","Bed2IR",81,113.666667,3.99849386,90
"GID7046698","GID7046698","Bed2IR",74.6666667,108,4.17632089,90
"GID7046721","GID7046721","Bed2IR",71.6666667,105,3.967987617,97
"GID7046782","GID7046782","Bed2IR",76,111.666667,4.695034399,100
"GID7046789","GID7046789","Bed2IR",82.3333333,115,4.304408709,85
"GID7046872","GID7046872","Bed2IR",74.6666667,111.333333,4.299200162,96
"GID7046902","GID7046902","Bed2IR",74,112,3.956938705,85
"GID7046971","GID7046971","Bed2IR",81.3333333,113.666667,4.440569795,95
"GID7047024","GID7047024","Bed2IR",72.3333333,109.666667,4.112444855,95
"GID7047099","GID7047099","Bed2IR",75.3333333,111.666667,4.514230642,95
"GID7047125","GID7047125","Bed2IR",76.3333333,111.333333,4.598307822,100
"GID7047173","GID7047173","Bed2IR",72.3333333,107.333333,4.489208885,90
"GID7047177","GID7047177","Bed2IR",82,116.666667,4.273434915,95
"GID7047195","GID7047195","Bed2IR",73.6666667,108,4.539060518,89
"GID7047225","GID7047225","Bed2IR",78,113,4.532363911,95
"GID7047226","GID7047226","Bed2IR",71.3333333,106.666667,4.350816608,90
"GID7047290","GID7047290","Bed2IR",82.6666667,115.666667,4.199030848,90
"GID7047297","GID7047297","Bed2IR",70.6666667,105.666667,4.536084545,100
"GID7047304","GID7047304","Bed2IR",75.3333333,110.666667,4.303941575,99
"GID7047306","GID7047306","Bed2IR",72.3333333,108,3.202230914,105
"GID7047309","GID7047309","Bed2IR",80.6666667,114.666667,3.800444558,95
"GID7047310","GID7047310","Bed2IR",83,115.333333,3.726783981,93
"GID7047314","GID7047314","Bed2IR",67.6666667,100.666667,3.307885344,95
"GID7047316","GID7047316","Bed2IR",83.6666667,117.333333,3.922468708,90
"GID7047320","GID7047320","Bed2IR",81.3333333,114.333333,4.025147101,95
"GID7047326","GID7047326","Bed2IR",84.3333333,115.333333,3.544492464,100
"GID7047362","GID7047362","Bed2IR",81.6666667,116.333333,3.955951098,90
"GID7047367","GID7047367","Bed2IR",80.3333333,113.666667,4.371129854,85
"GID7047421","GID7047421","Bed2IR",81.6666667,117.333333,4.532879955,89
"GID7047539","GID7047539","Bed2IR",72.3333333,112.333333,4.765150654,95
"GID7047541","GID7047541","Bed2IR",84.3333333,119,4.454139017,89
"GID7047542","GID7047542","Bed2IR",79.6666667,117.666667,4.634942381,90
"GID7047544","GID7047544","Bed2IR",82,118,4.679585107,95
"GID7047552","GID7047552","Bed2IR",81.6666667,117.333333,4.647591804,96
"GID7047556","GID7047556","Bed2IR",81.6666667,118.333333,4.594019834,90
"GID7047560","GID7047560","Bed2IR",83,116.333333,4.598484197,90
"GID7047568","GID7047568","Bed2IR",82,117.666667,4.218067391,89
"GID7047575","GID7047575","Bed2IR",76.6666667,113.333333,4.277591087,95
"GID7047578","GID7047578","Bed2IR",74.3333333,112,4.588603207,95
"GID7047580","GID7047580","Bed2IR",75.3333333,112.333333,4.579674904,95
"GID7047597","GID7047597","Bed2IR",83.3333333,115.666667,4.061073961,95
"GID7047610","GID7047610","Bed2IR",76.3333333,112,4.718068324,100
"GID7047612","GID7047612","Bed2IR",77.3333333,111.666667,4.482205021,95
"GID7047619","GID7047619","Bed2IR",76.6666667,111.333333,4.714655906,100
"GID7047628","GID7047628","Bed2IR",76.3333333,111.333333,4.613305016,101
"GID7047639","GID7047639","Bed2IR",75.3333333,111,4.36628138,100
"GID7047640","GID7047640","Bed2IR",76.3333333,111,4.649019743,100
"GID7047645","GID7047645","Bed2IR",77,111.666667,4.39529944,95
"GID7047673","GID7047673","Bed2IR",81,113.666667,4.284598201,103
"GID7047746","GID7047746","Bed2IR",72.3333333,110.666667,4.431919751,90
"GID7047854","GID7047854","Bed2IR",81.3333333,114.333333,4.643973445,90
"GID7047929","GID7047929","Bed2IR",72.6666667,112.333333,4.566641024,95
"GID7047937","GID7047937","Bed2IR",78,111,4.463218387,95
"GID7047943","GID7047943","Bed2IR",80.6666667,114,4.492980597,80
"GID7047989","GID7047989","Bed2IR",76.3333333,111.666667,4.306225051,96
"GID7048055","GID7048055","Bed2IR",79.6666667,112.666667,4.099995641,90
"GID7048088","GID7048088","Bed2IR",80.6666667,113.666667,3.809073064,89
"GID7048124","GID7048124","Bed2IR",83.6666667,114,3.834370791,85
"GID7048153","GID7048153","Bed2IR",77.6666667,113.666667,4.204906578,95
"GID7048174","GID7048174","Bed2IR",80,114.666667,3.966811788,79
"GID7048206","GID7048206","Bed2IR",78,111.333333,4.006990211,85
"GID7048215","GID7048215","Bed2IR",79,110.333333,4.382734241,100
"GID7048227","GID7048227","Bed2IR",76.6666667,110.666667,4.079907331,85
"GID7048286","GID7048286","Bed2IR",77.3333333,111,4.357082342,85
"GID7048372","GID7048372","Bed2IR",79,114.333333,4.348154249,89
"GID7048427","GID7048427","Bed2IR",77,114.333333,4.403213762,85
"GID7048441","GID7048441","Bed2IR",76.3333333,111,4.635357126,79
"GID7048516","GID7048516","Bed2IR",81,118.333333,3.86109337,95
"GID7048517","GID7048517","Bed2IR",80.6666667,118.333333,4.413176013,95
"GID7048518","GID7048518","Bed2IR",81.6666667,119,4.20409871,100
"GID7077076","GID7077076","Bed2IR",82,111,3.954132069,85
"GID7077160","GID7077160","Bed2IR",72.3333333,111.333333,4.704147051,100
"GID7077161","GID7077161","Bed2IR",74.6666667,108.333333,4.480932807,84
"GID7077177","GID7077177","Bed2IR",80,114.666667,4.557569774,90
"GID7077199","GID7077199","Bed2IR",79.6666667,112,4.501988902,80
"GID7077200","GID7077200","Bed2IR",77,110.333333,4.870292266,89
"GID7077202","GID7077202","Bed2IR",76.6666667,111.666667,4.600946992,95
"GID7077203","GID7077203","Bed2IR",81.3333333,111.666667,4.249012356,99
"GID7077228","GID7077228","Bed2IR",80,114.333333,4.730917712,90
"GID7077229","GID7077229","Bed2IR",82.3333333,109,4.394607742,91
"GID7077234","GID7077234","Bed2IR",78,110.666667,4.391631832,93
"GID7077242","GID7077242","Bed2IR",80,113.333333,3.666185195,100
"GID7077244","GID7077244","Bed2IR",75.6666667,112.333333,4.385679559,95
"GID7077278","GID7077278","Bed2IR",76,111,4.631215345,100
"GID7077328","GID7077328","Bed2IR",81.3333333,114,4.628983102,94
"GID7077348","GID7077348","Bed2IR",76.3333333,110,4.105917465,90
"GID7077374","GID7077374","Bed2IR",80.3333333,115.333333,3.960084222,100
"GID7077395","GID7077395","Bed2IR",83,110,4.335828765,85
"GID7077404","GID7077404","Bed2IR",82.3333333,113.666667,4.393120462,90
"GID7077407","GID7077407","Bed2IR",76,111,4.561275159,85
"GID7077415","GID7077415","Bed2IR",76.6666667,109.333333,4.447435949,100
"GID7077417","GID7077417","Bed2IR",76,109.333333,4.589548979,95
"GID7077425","GID7077425","Bed2IR",79,112.333333,3.912572321,95
"GID7077443","GID7077443","Bed2IR",72,111.333333,3.858387209,99
"GID7077457","GID7077457","Bed2IR",83,114.333333,4.438000239,85
"GID7077487","GID7077487","Bed2IR",80,113.333333,4.583833662,85
"GID7077532","GID7077532","Bed2IR",79.3333333,114.333333,4.001244359,90
"GID7170646","GID7170646","Bed2IR",79.6666667,116.333333,3.831948788,95
"GID7170687","GID7170687","Bed2IR",83,117.333333,4.381800182,90
"GID7170694","GID7170694","Bed2IR",74.6666667,109.333333,3.953972908,85
"GID7170695","GID7170695","Bed2IR",75,110,4.268704938,95
"GID7170699","GID7170699","Bed2IR",74.6666667,111.333333,4.543258635,90
"GID7170703","GID7170703","Bed2IR",74.6666667,111.333333,4.144449332,87
"GID7170705","GID7170705","Bed2IR",75.6666667,111,4.360967028,95
"GID7170783","GID7170783","Bed2IR",81,116,4.476050214,90
"GID7170793","GID7170793","Bed2IR",76,113.666667,4.949264608,100
"GID7170827","GID7170827","Bed2IR",78.3333333,116.333333,4.359979001,95
"GID7170842","GID7170842","Bed2IR",77.6666667,115.666667,4.467121698,97
"GID7170850","GID7170850","Bed2IR",74.3333333,110.333333,4.077240728,95
"GID7170869","GID7170869","Bed2IR",77.6666667,112.333333,4.650157758,85
"GID7170917","GID7170917","Bed2IR",70.3333333,104,4.000603848,85
"GID7170918","GID7170918","Bed2IR",72,105.333333,4.366675211,95
"GID7170946","GID7170946","Bed2IR",82.3333333,116,4.020693241,90
"GID7170960","GID7170960","Bed2IR",83.6666667,115.666667,4.171735301,85
"GID7170962","GID7170962","Bed2IR",82.3333333,116.666667,4.569800664,90
"GID7170964","GID7170964","Bed2IR",82,116.666667,4.185128028,95
"GID7170965","GID7170965","Bed2IR",82.3333333,116,4.538550724,91
"GID7170971","GID7170971","Bed2IR",84.6666667,119,4.168014754,90
"GID7170972","GID7170972","Bed2IR",83.6666667,118.666667,4.527390118,89
"GID7170988","GID7170988","Bed2IR",80.6666667,116.333333,4.11033498,97
"GID7170999","GID7170999","Bed2IR",81,114.666667,4.291137623,90
"GID7171004","GID7171004","Bed2IR",71.6666667,108.666667,2.75095935,95
"GID7171077","GID7171077","Bed2IR",79.3333333,114.333333,4.535929803,95
"GID7171128","GID7171128","Bed2IR",82.3333333,117.333333,3.95334059,85
"GID7171132","GID7171132","Bed2IR",76.6666667,112,4.420602983,89
"GID7171133","GID7171133","Bed2IR",77.6666667,113.666667,4.602150346,90
"GID7171143","GID7171143","Bed2IR",74.3333333,113.666667,4.10735871,90
"GID7171162","GID7171162","Bed2IR",79,115,3.98012674,90
"GID7171172","GID7171172","Bed2IR",80.3333333,115.666667,4.146049133,90
"GID7171238","GID7171238","Bed2IR",79.3333333,114.333333,5.17134695,100
"GID7171285","GID7171285","Bed2IR",76,113.333333,4.405754255,90
"GID7171319","GID7171319","Bed2IR",81,116,4.277777952,86
"GID7171325","GID7171325","Bed2IR",70,103.333333,4.125992679,85
"GID7171329","GID7171329","Bed2IR",77,113.333333,4.413194709,95
"GID7171367","GID7171367","Bed2IR",72.3333333,107.333333,4.515129465,92
"GID7171371","GID7171371","Bed2IR",81.3333333,115.666667,4.012153495,95
"GID7171372","GID7171372","Bed2IR",80.6666667,114,4.158730859,95
"GID7171391","GID7171391","Bed2IR",83.3333333,119.333333,3.722718889,70
"GID7173425","GID7173425","Bed2IR",80.3333333,115,4.337302252,90
"GID7173426","GID7173426","Bed2IR",79.6666667,113.666667,4.349207282,100
"GID7173448","GID7173448","Bed2IR",74.6666667,112,3.066468979,95
"GID7173449","GID7173449","Bed2IR",78.6666667,114.333333,4.437004675,100
"GID7173450","GID7173450","Bed2IR",79.3333333,114,2.813493039,85
"GID7173451","GID7173451","Bed2IR",78,112.666667,3.424356069,95
"GID7173452","GID7173452","Bed2IR",74,109.666667,4.713790432,95
"GID7173552","GID7173552","Bed2IR",80.6666667,115.333333,4.482720945,96
"GID7173554","GID7173554","Bed2IR",85.6666667,117.333333,3.831678588,90
"GID7173575","GID7173575","Bed2IR",71.3333333,103,3.559356981,90
"GID7173599","GID7173599","Bed2IR",72.6666667,107.666667,3.353256011,93
"GID7173627","GID7173627","Bed2IR",73.6666667,111,3.130785768,85
"GID7173643","GID7173643","Bed2IR",71.3333333,103.333333,3.822006131,100
"GID7173646","GID7173646","Bed2IR",73.3333333,105.666667,3.819773828,86
"GID7173671","GID7173671","Bed2IR",78.6666667,112.666667,4.354000221,90
"GID7173673","GID7173673","Bed2IR",75.6666667,111.333333,3.570517918,95
"GID7173680","GID7173680","Bed2IR",82.3333333,116.666667,4.238672645,100
"GID7173683","GID7173683","Bed2IR",77.3333333,112.333333,4.037036008,90
"GID7173686","GID7173686","Bed2IR",81.3333333,114.333333,3.929893371,95
"GID7173690","GID7173690","Bed2IR",79,113,4.040756401,90
"GID7173707","GID7173707","Bed2IR",78.6666667,112.666667,4.166500098,85
"GID7173722","GID7173722","Bed2IR",79.6666667,115.333333,4.004298128,90
"GID7173723","GID7173723","Bed2IR",76.6666667,113,4.307869491,92
"GID7173764","GID7173764","Bed2IR",79.6666667,112.666667,4.196262248,80
"GID7173766","GID7173766","Bed2IR",72.6666667,108.333333,4.243137611,95
"GID7173767","GID7173767","Bed2IR",81,115.333333,4.505041975,90
"GID7173782","GID7173782","Bed2IR",81,115.333333,4.056381368,85
"GID7173789","GID7173789","Bed2IR",75.3333333,111.666667,4.23658829,90
"GID7173810","GID7173810","Bed2IR",80.3333333,114.333333,4.435249047,95
"GID7173812","GID7173812","Bed2IR",81,113.333333,4.31322544,92
"GID7173817","GID7173817","Bed2IR",83.3333333,116.666667,4.735100257,89
"GID7173818","GID7173818","Bed2IR",74,108.666667,4.101915954,100
"GID7173823","GID7173823","Bed2IR",76,112.666667,4.475428407,90
"GID7173824","GID7173824","Bed2IR",80,114.666667,4.15846377,90
"GID7173851","GID7173851","Bed2IR",73.3333333,111.666667,4.695666587,105
"GID7173856","GID7173856","Bed2IR",74.6666667,112.666667,4.227660374,100
"GID7173875","GID7173875","Bed2IR",75,112.666667,3.92408907,89
"GID7173910","GID7173910","Bed2IR",74.6666667,110,4.456194435,95
"GID7173922","GID7173922","Bed2IR",73.3333333,109.666667,4.383277465,85
"GID7173972","GID7173972","Bed2IR",80,112.666667,4.359467889,95
"GID7173975","GID7173975","Bed2IR",79.6666667,115.333333,4.107236252,100
"GID7173992","GID7173992","Bed2IR",80.3333333,115,3.668247979,97
"GID7173995","GID7173995","Bed2IR",74.6666667,111.666667,4.360212675,85
"GID7174015","GID7174015","Bed2IR",81.6666667,116.666667,4.270926735,95
"GID7174031","GID7174031","Bed2IR",81.6666667,116.666667,4.323010099,94
"GID7174072","GID7174072","Bed2IR",77.6666667,112.666667,3.941313552,90
"GID7174073","GID7174073","Bed2IR",75,112.666667,4.305897249,95
"GID7174077","GID7174077","Bed2IR",79,115,3.868396945,83
"GID7174080","GID7174080","Bed2IR",71.3333333,105,4.486700702,100
"GID7174090","GID7174090","Bed2IR",73,105.666667,4.094587732,99
"GID7174093","GID7174093","Bed2IR",81.3333333,115,4.142951095,95
"GID7174094","GID7174094","Bed2IR",80.6666667,116.333333,4.308129459,95
"GID7174103","GID7174103","Bed2IR",79,114.333333,4.604536818,97
"GID7174104","GID7174104","Bed2IR",77,112.666667,4.344863461,95
"GID7174105","GID7174105","Bed2IR",80.6666667,113.666667,4.822542278,90
"GID7174107","GID7174107","Bed2IR",75,110.333333,4.511530641,85
"GID7174109","GID7174109","Bed2IR",77,112.666667,4.172244671,87
"GID7174110","GID7174110","Bed2IR",75.6666667,110.666667,4.443822035,85
"GID7174113","GID7174113","Bed2IR",73,108,4.466143398,80
"GID7174115","GID7174115","Bed2IR",81,116.333333,4.557661761,83
"GID7174116","GID7174116","Bed2IR",79,112.666667,4.257810125,85
"GID7174125","GID7174125","Bed2IR",80.6666667,113.333333,4.263018881,95
"GID7174130","GID7174130","Bed2IR",78,112.333333,4.536084305,94
"GID7174193","GID7174193","Bed2IR",73.6666667,107,3.156843704,90
"GID7174208","GID7174208","Bed2IR",80.6666667,114,4.316814158,90
"GID7174267","GID7174267","Bed2IR",82.6666667,117,4.275147581,85
"GID7174271","GID7174271","Bed2IR",81,114,4.032588338,95
"GID7174288","GID7174288","Bed2IR",76,111,4.373653295,100
"GID7174310","GID7174310","Bed2IR",73.6666667,109.333333,4.194337991,90
"GID7174312","GID7174312","Bed2IR",79.3333333,112,4.828266688,94
"GID7174313","GID7174313","Bed2IR",79,113,4.706986718,90
"GID7174314","GID7174314","Bed2IR",79.6666667,112.666667,4.741957081,95
"GID7174317","GID7174317","Bed2IR",80.3333333,113.666667,4.558177141,86
"GID7174318","GID7174318","Bed2IR",80,112.333333,4.284367838,90
"GID7174319","GID7174319","Bed2IR",80.6666667,114.666667,4.235260535,90
"GID7174320","GID7174320","Bed2IR",78.6666667,112.666667,4.341659565,90
"GID7174322","GID7174322","Bed2IR",78,113,4.078266625,94
"GID7174323","GID7174323","Bed2IR",80.3333333,114.666667,4.283623655,95
"GID7174330","GID7174330","Bed2IR",82,116.333333,4.589427381,101
"GID7174333","GID7174333","Bed2IR",82.6666667,116.333333,4.184665441,95
"GID7174339","GID7174339","Bed2IR",72.6666667,109.666667,4.623653471,85
"GID7174340","GID7174340","Bed2IR",72.6666667,109.333333,4.341659835,95
"GID7174342","GID7174342","Bed2IR",74.6666667,112.333333,4.730052865,100
"GID7174343","GID7174343","Bed2IR",73.3333333,109.666667,4.650439895,99
"GID7174348","GID7174348","Bed2IR",73.3333333,110,4.529160318,95
"GID7174349","GID7174349","Bed2IR",77.6666667,112.333333,4.760558681,95
"GID7174351","GID7174351","Bed2IR",77.3333333,112.666667,4.757582711,90
"GID7174357","GID7174357","Bed2IR",79,114,4.515894627,100
"GID7174388","GID7174388","Bed2IR",80,116.666667,4.739109227,100
"GID7174390","GID7174390","Bed2IR",82.3333333,116.666667,4.641639377,85
"GID7174393","GID7174393","Bed2IR",73,112,4.751758407,92
"GID7174396","GID7174396","Bed2IR",83.6666667,118.333333,4.205419264,96
"GID7174398","GID7174398","Bed2IR",80,116.333333,4.451698271,100
"GID7174399","GID7174399","Bed2IR",74.3333333,114,4.572233967,99
"GID7174400","GID7174400","Bed2IR",71.6666667,110,4.566281664,95
"GID7174406","GID7174406","Bed2IR",82.6666667,117.333333,4.412264117,85
"GID7174412","GID7174412","Bed2IR",82,115,4.202442481,83
"GID7174413","GID7174413","Bed2IR",82.3333333,115.666667,4.494109177,90
"GID7174416","GID7174416","Bed2IR",81.6666667,116.333333,4.317026267,89
"GID7174417","GID7174417","Bed2IR",80.6666667,115,4.662263964,100
"GID7174418","GID7174418","Bed2IR",79,115,4.651103327,95
"GID7174419","GID7174419","Bed2IR",79,114.666667,4.774615357,95
"GID7174421","GID7174421","Bed2IR",79,115.333333,4.430121084,90
"GID7174422","GID7174422","Bed2IR",80.3333333,115,4.575954781,95
"GID7174424","GID7174424","Bed2IR",70,111.333333,4.439049811,97
"GID7174434","GID7174434","Bed2IR",76.6666667,111.333333,4.831907234,93
"GID7174454","GID7174454","Bed2IR",81.3333333,113.666667,4.465091931,100
"GID7174488","GID7174488","Bed2IR",81.6666667,114.666667,4.263761912,93
"GID7174491","GID7174491","Bed2IR",80,114.666667,4.241440942,85
"GID7174499","GID7174499","Bed2IR",78.3333333,113.333333,4.473583336,89
"GID7174502","GID7174502","Bed2IR",79.6666667,113,4.524178699,90
"GID7174503","GID7174503","Bed2IR",78.6666667,112.666667,4.397690729,85
"GID7174504","GID7174504","Bed2IR",80,114,4.612720426,90
"GID7174508","GID7174508","Bed2IR",78,114,4.472839789,85
"GID7174516","GID7174516","Bed2IR",80,115,4.632809819,93
"GID7174518","GID7174518","Bed2IR",79.3333333,115.666667,4.545012516,100
"GID7174519","GID7174519","Bed2IR",78,112.333333,4.540548212,100
"GID7174520","GID7174520","Bed2IR",78.3333333,112.333333,4.629833576,95
"GID7174521","GID7174521","Bed2IR",85,119.333333,4.127601939,90
"GID7174522","GID7174522","Bed2IR",83.3333333,116.333333,4.437869636,95
"GID7174530","GID7174530","Bed2IR",79.6666667,112,4.458703089,90
"GID7174532","GID7174532","Bed2IR",78.6666667,112,4.616441149,88
"GID7174533","GID7174533","Bed2IR",77.6666667,112.333333,4.781619512,95
"GID7174534","GID7174534","Bed2IR",79,112,4.486232876,85
"GID7174540","GID7174540","Bed2IR",80,113.666667,4.399179299,97
"GID7174545","GID7174545","Bed2IR",79.6666667,114.333333,4.225072662,85
"GID7174549","GID7174549","Bed2IR",79.6666667,113,4.53443656,100
"GID7174550","GID7174550","Bed2IR",71,111.333333,4.401251536,90
"GID7174559","GID7174559","Bed2IR",80.6666667,118.333333,4.492025263,95
"GID7174560","GID7174560","Bed2IR",78.3333333,116.666667,4.506162293,93
"GID7174561","GID7174561","Bed2IR",79.6666667,115.333333,4.290388323,90
"GID7174562","GID7174562","Bed2IR",82.3333333,117.333333,4.30303702,95
"GID7174565","GID7174565","Bed2IR",80.6666667,113.333333,4.444406443,90
"GID7174566","GID7174566","Bed2IR",79,116.333333,4.21077514,90
"GID7174567","GID7174567","Bed2IR",77.6666667,112.666667,4.343215503,93
"GID7174568","GID7174568","Bed2IR",80.6666667,116,4.5039302,90
"GID7174569","GID7174569","Bed2IR",80,116.666667,4.502441896,95
"GID7174570","GID7174570","Bed2IR",82,116.333333,4.423572926,100
"GID7174571","GID7174571","Bed2IR",82.6666667,116.333333,4.25318629,95
"GID7174572","GID7174572","Bed2IR",80.3333333,116.666667,4.46077532,95
"GID7174574","GID7174574","Bed2IR",75.6666667,111,4.47044847,92
"GID7174575","GID7174575","Bed2IR",76.3333333,111.333333,4.621490166,95
"GID7174576","GID7174576","Bed2IR",76.3333333,111.666667,4.229376863,91
"GID7174586","GID7174586","Bed2IR",80,114.333333,4.28815662,89
"GID7174590","GID7174590","Bed2IR",81.3333333,114.333333,4.651412875,95
"GID7174591","GID7174591","Bed2IR",79.3333333,112.333333,4.548734905,100
"GID7174592","GID7174592","Bed2IR",77.3333333,111.333333,4.850073935,96
"GID7174593","GID7174593","Bed2IR",80.6666667,114,4.632068298,95
"GID7174599","GID7174599","Bed2IR",83.3333333,115.333333,4.180430995,100
"GID7174600","GID7174600","Bed2IR",82.6666667,115.333333,4.303943025,105
"GID7174601","GID7174601","Bed2IR",82,115,4.303943055,95
"GID7174610","GID7174610","Bed2IR",82,116,4.388020448,94
"GID7174639","GID7174639","Bed2IR",77.6666667,111,4.612723265,90
"GID7174650","GID7174650","Bed2IR",82.6666667,112,4.486235141,89
"GID7174656","GID7174656","Bed2IR",79,114,4.783854261,90
"GID7174657","GID7174657","Bed2IR",78,113,4.711681625,90
"GID7174665","GID7174665","Bed2IR",83.6666667,109,4.146998087,90
"GID7174669","GID7174669","Bed2IR",79.6666667,113.666667,4.335986327,90
"GID7174699","GID7174699","Bed2IR",76.3333333,110.333333,4.663367417,95
"GID7174701","GID7174701","Bed2IR",76.3333333,110.666667,4.640301781,93
"GID7174703","GID7174703","Bed2IR",76.3333333,110.666667,4.674527841,85
"GID7174704","GID7174704","Bed2IR",77.6666667,110.333333,4.610540204,95
"GID7174708","GID7174708","Bed2IR",77,110.666667,4.729587627,95
"GID7174709","GID7174709","Bed2IR",77.3333333,110,4.695361657,82
"GID7174718","GID7174718","Bed2IR",77,111.666667,4.446106021,95
"GID7174742","GID7174742","Bed2IR",76.3333333,111.333333,4.509349504,85
"GID7174754","GID7174754","Bed2IR",69.6666667,106.333333,4.013686968,85
"GID7174771","GID7174771","Bed2IR",81,114,3.833626671,95
"GID7174775","GID7174775","Bed2IR",82.6666667,109.333333,3.847019368,95
"GID7174797","GID7174797","Bed2IR",72,108.666667,4.341938451,95
"GID7174798","GID7174798","Bed2IR",69.6666667,102.666667,4.256373147,93
"GID7174801","GID7174801","Bed2IR",76.3333333,110.666667,4.484795511,80
"GID7174803","GID7174803","Bed2IR",71,105.666667,4.687176207,95
"GID7174804","GID7174804","Bed2IR",75.6666667,111.333333,4.664110904,90
"GID7174805","GID7174805","Bed2IR",74.3333333,110,4.623932267,80
"GID7174806","GID7174806","Bed2IR",81.6666667,114.666667,4.425271964,79
"GID7175758","GID7175758","Bed2IR",70.6666667,105.333333,4.006245821,92
"GID7175799","GID7175799","Bed2IR",75.3333333,110.666667,4.262942304,90
"GID7175811","GID7175811","Bed2IR",77.3333333,110.666667,4.537496091,85
"GID7175816","GID7175816","Bed2IR",78.3333333,110.333333,4.381990484,95
"GID7175819","GID7175819","Bed2IR",72,104.666667,4.288240514,95
"GID7175837","GID7175837","Bed2IR",79.3333333,112.333333,4.527079604,95
"GID7175851","GID7175851","Bed2IR",77.6666667,112.333333,4.360413028,94
"GID7175852","GID7175852","Bed2IR",79,112,4.076187058,90
"GID7175853","GID7175853","Bed2IR",79,113.666667,4.220178066,92
"GID7175855","GID7175855","Bed2IR",79.3333333,113,3.969433709,95
